;chave;NOME;UF;GEOCOD_IBGE;COD_TSE;AJUSTE
1773;mg lagoa grande;LAGOA GRANDE;MG;3137536;40347;
1774;mg lagoa santa;LAGOA SANTA;MG;3137601;47511;
1775;mg lajinha;LAJINHA;MG;3137700;47538;
1776;mg lambari;LAMBARI;MG;3137809;47554;
1777;mg lamim;LAMIM;MG;3137908;47570;
1778;mg laranjal;LARANJAL;MG;3138005;47597;
1779;mg lassance;LASSANCE;MG;3138104;47619;
1780;mg lavras;LAVRAS;MG;3138203;47635;
1781;mg leandro ferreira;LEANDRO FERREIRA;MG;3138302;47651;
1782;mg leme do prado;LEME DO PRADO;MG;3138351;40967;
1783;mg leopoldina;LEOPOLDINA;MG;3138401;47678;
1784;mg liberdade;LIBERDADE;MG;3138500;47694;
1785;mg lima duarte;LIMA DUARTE;MG;3138609;47716;
1786;mg limeira do oeste;LIMEIRA DO OESTE;MG;3138625;40363;
1787;mg lontra;LONTRA;MG;3138658;40380;
1788;mg luisburgo;LUISBURGO;MG;3138674;40983;
1789;mg luislandia;LUISLÂNDIA;MG;3138682;41009;
1790;mg luminarias;LUMINÁRIAS;MG;3138708;47732;
1791;mg luz;LUZ;MG;3138807;47759;
1792;mg machacalis;MACHACALIS;MG;3138906;47775;
1793;mg machado;MACHADO;MG;3139003;47791;
1794;mg madre de deus de minas;MADRE DE DEUS DE MINAS;MG;3139102;47813;
1795;mg malacacheta;MALACACHETA;MG;3139201;47830;
1796;mg mamonas;MAMONAS;MG;3139250;40401;
1797;mg manga;MANGA;MG;3139300;47856;
1798;mg manhuacu;MANHUAÇU;MG;3139409;47872;
1799;mg manhumirim;MANHUMIRIM;MG;3139508;47899;
1800;mg mantena;MANTENA;MG;3139607;47910;
1801;mg mar de espanha;MAR DE ESPANHA;MG;3139805;47953;
1802;mg maravilhas;MARAVILHAS;MG;3139706;47937;
1803;mg maria da fe;MARIA DA FÉ;MG;3139904;47970;
1804;mg mariana;MARIANA;MG;3140001;47996;
1805;mg marilac;MARILAC;MG;3140100;48011;
1806;mg mario campos;MÁRIO CAMPOS;MG;3140159;41025;
1807;mg maripa de minas;MARIPÁ DE MINAS;MG;3140209;48038;
1808;mg marlieria;MARLIÉRIA;MG;3140308;48054;
1809;mg marmelopolis;MARMELÓPOLIS;MG;3140407;48070;
1810;mg martinho campos;MARTINHO CAMPOS;MG;3140506;48097;
1811;mg martins soares;MARTINS SOARES;MG;3140530;41041;
1812;mg mata verde;MATA VERDE;MG;3140555;40428;
1813;mg materlandia;MATERLÂNDIA;MG;3140605;48119;
1814;mg mateus leme;MATEUS LEME;MG;3140704;48135;
1815;mg mathias lobato;MATHIAS LOBATO;MG;3171501;54313;
1816;mg matias barbosa;MATIAS BARBOSA;MG;3140803;48151;
1817;mg matias cardoso;MATIAS CARDOSO;MG;3140852;40444;
1818;mg matipo;MATIPÓ;MG;3140902;48178;
1819;mg mato verde;MATO VERDE;MG;3141009;48194;
1820;mg matozinhos;MATOZINHOS;MG;3141108;48216;
1821;mg matutina;MATUTINA;MG;3141207;48232;
1822;mg medeiros;MEDEIROS;MG;3141306;48259;
1823;mg medina;MEDINA;MG;3141405;48275;
1824;mg mendes pimentel;MENDES PIMENTEL;MG;3141504;48291;
1825;mg merces;MERCÊS;MG;3141603;48313;
1826;mg mesquita;MESQUITA;MG;3141702;48330;
1827;mg minas novas;MINAS NOVAS;MG;3141801;48356;
1828;mg minduri;MINDURI;MG;3141900;48372;
1829;mg mirabela;MIRABELA;MG;3142007;48399;
1830;mg miradouro;MIRADOURO;MG;3142106;48410;
1831;mg mirai;MIRAÍ;MG;3142205;48437;
1832;mg miravania;MIRAVÂNIA;MG;3142254;41068;
1833;mg moeda;MOEDA;MG;3142304;48453;
1834;mg moema;MOEMA;MG;3142403;48470;
1835;mg monjolos;MONJOLOS;MG;3142502;48496;
1836;mg monsenhor paulo;MONSENHOR PAULO;MG;3142601;48518;
1837;mg montalvania;MONTALVÂNIA;MG;3142700;48534;
1838;mg monte alegre de minas;MONTE ALEGRE DE MINAS;MG;3142809;48550;
1839;mg monte azul;MONTE AZUL;MG;3142908;48577;
1840;mg monte belo;MONTE BELO;MG;3143005;48593;
1841;mg monte carmelo;MONTE CARMELO;MG;3143104;48615;
1842;mg monte formoso;MONTE FORMOSO;MG;3143153;41084;
1843;mg monte santo de minas;MONTE SANTO DE MINAS;MG;3143203;48631;
1844;mg monte siao;MONTE SIÃO;MG;3143401;48674;
1845;mg montes claros;MONTES CLAROS;MG;3143302;48658;
1846;mg montezuma;MONTEZUMA;MG;3143450;40460;
1847;mg morada nova de minas;MORADA NOVA DE MINAS;MG;3143500;48690;
1848;mg morro da garca;MORRO DA GARÇA;MG;3143609;48712;
1849;mg morro do pilar;MORRO DO PILAR;MG;3143708;48739;
1850;mg munhoz;MUNHOZ;MG;3143807;48755;
1851;mg muriae;MURIAÉ;MG;3143906;48771;
1852;mg mutum;MUTUM;MG;3144003;48798;
1853;mg muzambinho;MUZAMBINHO;MG;3144102;48810;
1854;mg nacip raydan;NACIP RAYDAN;MG;3144201;48836;
1855;mg nanuque;NANUQUE;MG;3144300;48852;
1856;mg naque;NAQUE;MG;3144359;40487;
1857;mg natalandia;NATALÂNDIA;MG;3144375;41106;
1858;mg natercia;NATÉRCIA;MG;3144409;48879;
1859;mg nazareno;NAZARENO;MG;3144508;48895;
1860;mg nepomuceno;NEPOMUCENO;MG;3144607;48917;
1861;mg ninheira;NINHEIRA;MG;3144656;41122;
1862;mg nova belem;NOVA BELÉM;MG;3144672;41149;
1863;mg nova era;NOVA ERA;MG;3144706;48933;
1864;mg nova lima;NOVA LIMA;MG;3144805;48950;
1865;mg nova modica;NOVA MÓDICA;MG;3144904;48976;
1866;mg nova ponte;NOVA PONTE;MG;3145000;48992;
1867;mg nova porteirinha;NOVA PORTEIRINHA;MG;3145059;41165;
1868;mg nova resende;NOVA RESENDE;MG;3145109;49018;
1869;mg nova serrana;NOVA SERRANA;MG;3145208;49034;
1870;mg nova uniao;NOVA UNIÃO;MG;3136603;47317;
1871;mg novo cruzeiro;NOVO CRUZEIRO;MG;3145307;49050;
1872;mg novo oriente de minas;NOVO ORIENTE DE MINAS;MG;3145356;40509;
1873;mg novorizonte;NOVORIZONTE;MG;3145372;41181;
1874;mg olaria;OLARIA;MG;3145406;49077;
1875;mg olhos dagua;OLHOS D'ÁGUA;MG;3145455;41203;S
1876;mg olimpio noronha;OLÍMPIO NORONHA;MG;3145505;49093;
1877;mg oliveira;OLIVEIRA;MG;3145604;49115;
1878;mg oliveira fortes;OLIVEIRA FORTES;MG;3145703;49131;
1879;mg onca de pitangui;ONÇA DE PITANGUI;MG;3145802;49158;
1880;mg oratorios;ORATÓRIOS;MG;3145851;41220;
1881;mg orizania;ORIZÂNIA;MG;3145877;41246;
1882;mg ouro branco;OURO BRANCO;MG;3145901;49174;
1883;mg ouro fino;OURO FINO;MG;3146008;49190;
1884;mg ouro preto;OURO PRETO;MG;3146107;49212;
1885;mg ouro verde de minas;OURO VERDE DE MINAS;MG;3146206;49239;
1886;mg padre carvalho;PADRE CARVALHO;MG;3146255;41262;
1887;mg padre paraiso;PADRE PARAÍSO;MG;3146305;49255;
1888;mg pai pedro;PAI PEDRO;MG;3146552;41289;
1889;mg paineiras;PAINEIRAS;MG;3146404;49271;
1890;mg pains;PAINS;MG;3146503;49298;
1891;mg paiva;PAIVA;MG;3146602;49310;
1892;mg palma;PALMA;MG;3146701;49336;
1893;mg palmopolis;PALMÓPOLIS;MG;3146750;40525;
1894;mg papagaios;PAPAGAIOS;MG;3146909;49379;
1895;mg para de minas;PARÁ DE MINAS;MG;3147105;49417;
1896;mg paracatu;PARACATU;MG;3147006;49395;
1897;mg paraguacu;PARAGUAÇU;MG;3147204;49433;
1898;mg paraisopolis;PARAISÓPOLIS;MG;3147303;49450;
1899;mg paraopeba;PARAOPEBA;MG;3147402;49476;
1900;mg passa quatro;PASSA QUATRO;MG;3147600;49514;
1901;mg passa tempo;PASSA TEMPO;MG;3147709;49530;
1902;mg passa vinte;PASSA VINTE;MG;3147808;49557;
1903;mg passabem;PASSABÉM;MG;3147501;49492;
1904;mg passos;PASSOS;MG;3147907;49573;
1905;mg patis;PATIS;MG;3147956;41300;
1906;mg patos de minas;PATOS DE MINAS;MG;3148004;49590;
1907;mg patrocinio;PATROCÍNIO;MG;3148103;49611;
1908;mg patrocinio do muriae;PATROCÍNIO DO MURIAÉ;MG;3148202;49638;
1909;mg paula candido;PAULA CÂNDIDO;MG;3148301;49654;
1910;mg paulistas;PAULISTAS;MG;3148400;49670;
1911;mg pavao;PAVÃO;MG;3148509;49697;
1912;mg pecanha;PEÇANHA;MG;3148608;49719;
1913;mg pedra azul;PEDRA AZUL;MG;3148707;49735;
1914;mg pedra bonita;PEDRA BONITA;MG;3148756;41327;
1915;mg pedra do anta;PEDRA DO ANTA;MG;3148806;49751;
1916;mg pedra do indaia;PEDRA DO INDAIÁ;MG;3148905;49778;
1917;mg pedra dourada;PEDRA DOURADA;MG;3149002;49794;
1918;mg pedralva;PEDRALVA;MG;3149101;49816;
1919;mg pedras de maria da cruz;PEDRAS DE MARIA DA CRUZ;MG;3149150;40541;
1920;mg pedrinopolis;PEDRINÓPOLIS;MG;3149200;49832;
1921;mg pedro leopoldo;PEDRO LEOPOLDO;MG;3149309;49859;
1922;mg pedro teixeira;PEDRO TEIXEIRA;MG;3149408;49875;
1923;mg pequeri;PEQUERI;MG;3149507;49891;
1924;mg pequi;PEQUI;MG;3149606;49913;
1925;mg perdigao;PERDIGÃO;MG;3149705;49930;
1926;mg perdizes;PERDIZES;MG;3149804;49956;
1927;mg perdoes;PERDÕES;MG;3149903;49972;
1928;mg periquito;PERIQUITO;MG;3149952;40568;
1929;mg pescador;PESCADOR;MG;3150000;49999;
1930;mg piau;PIAU;MG;3150109;50016;
1931;mg piedade de caratinga;PIEDADE DE CARATINGA;MG;3150158;41343;
1932;mg piedade de ponte nova;PIEDADE DE PONTE NOVA;MG;3150208;50032;
1933;mg piedade do rio grande;PIEDADE DO RIO GRANDE;MG;3150307;50059;
1934;mg piedade dos gerais;PIEDADE DOS GERAIS;MG;3150406;50075;
1935;mg pimenta;PIMENTA;MG;3150505;50091;
1936;mg pingo dagua;PINGO D'ÁGUA;MG;3150539;41360;
1937;mg pintopolis;PINTÓPOLIS;MG;3150570;41386;
1938;mg piracema;PIRACEMA;MG;3150604;50113;
1939;mg pirajuba;PIRAJUBA;MG;3150703;50130;
1940;mg piranga;PIRANGA;MG;3150802;50156;
1941;mg pirangucu;PIRANGUÇU;MG;3150901;50172;
1942;mg piranguinho;PIRANGUINHO;MG;3151008;50199;
1943;mg pirapetinga;PIRAPETINGA;MG;3151107;50210;
1944;mg pirapora;PIRAPORA;MG;3151206;50237;
1945;mg pirauba;PIRAÚBA;MG;3151305;50253;
1946;mg pitangui;PITANGUI;MG;3151404;50270;
1947;mg piumhi;PIUMHI;MG;3151503;50296;
1948;mg planura;PLANURA;MG;3151602;50318;
1949;mg poco fundo;POÇO FUNDO;MG;3151701;50334;
1950;mg pocos de caldas;POÇOS DE CALDAS;MG;3151800;50350;
1951;mg pocrane;POCRANE;MG;3151909;50377;
1952;mg pompeu;POMPÉU;MG;3152006;50393;
1953;mg ponte nova;PONTE NOVA;MG;3152105;50415;
1954;mg ponto chique;PONTO CHIQUE;MG;3152131;41408;
1955;mg ponto dos volantes;PONTO DOS VOLANTES;MG;3152170;40584;
1956;mg porteirinha;PORTEIRINHA;MG;3152204;50431;
1957;mg porto firme;PORTO FIRME;MG;3152303;50458;
1958;mg pote;POTÉ;MG;3152402;50474;
1959;mg pouso alegre;POUSO ALEGRE;MG;3152501;50490;
1960;mg pouso alto;POUSO ALTO;MG;3152600;50512;
1961;mg prados;PRADOS;MG;3152709;50539;
1962;mg prata;PRATA;MG;3152808;50555;
1963;mg pratapolis;PRATÁPOLIS;MG;3152907;50571;
1964;mg pratinha;PRATINHA;MG;3153004;50598;
1965;mg presidente bernardes;PRESIDENTE BERNARDES;MG;3153103;50610;
1966;mg presidente juscelino;PRESIDENTE JUSCELINO;MG;3153202;50636;
1967;mg presidente kubitschek;PRESIDENTE KUBITSCHEK;MG;3153301;50652;
1968;mg presidente olegario;PRESIDENTE OLEGÁRIO;MG;3153400;50679;
1969;mg prudente de morais;PRUDENTE DE MORAIS;MG;3153608;50717;
1970;mg quartel geral;QUARTEL GERAL;MG;3153707;50733;
1971;mg queluzito;QUELUZITO;MG;3153806;50750;
1972;mg raposos;RAPOSOS;MG;3153905;50776;
1973;mg raul soares;RAUL SOARES;MG;3154002;50792;
1974;mg recreio;RECREIO;MG;3154101;50814;
1975;mg reduto;REDUTO;MG;3154150;41424;
1976;mg resende costa;RESENDE COSTA;MG;3154200;50830;
1977;mg resplendor;RESPLENDOR;MG;3154309;50857;
1978;mg ressaquinha;RESSAQUINHA;MG;3154408;50873;
1979;mg riachinho;RIACHINHO;MG;3154457;40606;
1980;mg riacho dos machados;RIACHO DOS MACHADOS;MG;3154507;50890;
1981;mg ribeirao das neves;RIBEIRÃO DAS NEVES;MG;3154606;50911;
1982;mg ribeirao vermelho;RIBEIRÃO VERMELHO;MG;3154705;50938;
1983;mg rio acima;RIO ACIMA;MG;3154804;50954;
1984;mg rio casca;RIO CASCA;MG;3154903;50970;
1985;mg rio do prado;RIO DO PRADO;MG;3155108;51012;
1986;mg rio doce;RIO DOCE;MG;3155009;50997;
1987;mg rio espera;RIO ESPERA;MG;3155207;51039;
1988;mg rio manso;RIO MANSO;MG;3155306;51055;
1989;mg rio novo;RIO NOVO;MG;3155405;51071;
1990;mg rio paranaiba;RIO PARANAÍBA;MG;3155504;51098;
1991;mg rio pardo de minas;RIO PARDO DE MINAS;MG;3155603;51110;
1992;mg rio piracicaba;RIO PIRACICABA;MG;3155702;51136;
1993;mg rio pomba;RIO POMBA;MG;3155801;51152;
1994;mg rio preto;RIO PRETO;MG;3155900;51179;
1995;mg rio vermelho;RIO VERMELHO;MG;3156007;51195;
1996;mg ritapolis;RITÁPOLIS;MG;3156106;51217;
1997;mg rochedo de minas;ROCHEDO DE MINAS;MG;3156205;51233;
1998;mg rodeiro;RODEIRO;MG;3156304;51250;
1999;mg romaria;ROMARIA;MG;3156403;51276;
2000;mg rosario da limeira;ROSÁRIO DA LIMEIRA;MG;3156452;40622;
2001;mg rubelita;RUBELITA;MG;3156502;51292;
2002;mg rubim;RUBIM;MG;3156601;51314;
2003;mg sabara;SABARÁ;MG;3156700;51330;
2004;mg sabinopolis;SABINÓPOLIS;MG;3156809;51357;
2005;mg sacramento;SACRAMENTO;MG;3156908;51373;
2006;mg salinas;SALINAS;MG;3157005;51390;
2007;mg salto da divisa;SALTO DA DIVISA;MG;3157104;51411;
2008;mg santa barbara;SANTA BÁRBARA;MG;3157203;51438;
2009;mg santa barbara do leste;SANTA BÁRBARA DO LESTE;MG;3157252;40649;
2010;mg santa barbara do monte verde;SANTA BÁRBARA DO MONTE VERDE;MG;3157278;41440;
2011;mg santa barbara do tugurio;SANTA BÁRBARA DO TUGÚRIO;MG;3157302;51454;
2012;mg santa cruz de minas;SANTA CRUZ DE MINAS;MG;3157336;41467;
2013;mg santa cruz de salinas;SANTA CRUZ DE SALINAS;MG;3157377;41483;
2014;mg santa cruz do escalvado;SANTA CRUZ DO ESCALVADO;MG;3157401;51470;
2015;mg santa efigenia de minas;SANTA EFIGÊNIA DE MINAS;MG;3157500;51497;
2016;mg santa fe de minas;SANTA FÉ DE MINAS;MG;3157609;51519;
2017;mg santa helena de minas;SANTA HELENA DE MINAS;MG;3157658;41505;
2018;mg santa juliana;SANTA JULIANA;MG;3157708;51535;
2019;mg santa luzia;SANTA LUZIA;MG;3157807;51551;
2020;mg santa margarida;SANTA MARGARIDA;MG;3157906;51578;
2021;mg santa maria de itabira;SANTA MARIA DE ITABIRA;MG;3158003;51594;
2022;mg santa maria do salto;SANTA MARIA DO SALTO;MG;3158102;51616;
2023;mg santa maria do suacui;SANTA MARIA DO SUAÇUÍ;MG;3158201;51632;
2024;mg santa rita de caldas;SANTA RITA DE CALDAS;MG;3159209;51837;
2025;mg santa rita de ibitipoca;SANTA RITA DE IBITIPOCA;MG;3159407;51870;
2026;mg santa rita de jacutinga;SANTA RITA DE JACUTINGA;MG;3159308;51853;
2027;mg santa rita de minas;SANTA RITA DE MINAS;MG;3159357;40665;
2028;mg santa rita do itueto;SANTA RITA DO ITUETO;MG;3159506;51896;
2029;mg santa rita do sapucai;SANTA RITA DO SAPUCAÍ;MG;3159605;51918;
2030;mg santa rosa da serra;SANTA ROSA DA SERRA;MG;3159704;51934;
2031;mg santa vitoria;SANTA VITÓRIA;MG;3159803;51950;
2032;mg santana da vargem;SANTANA DA VARGEM;MG;3158300;51659;
2033;mg santana de cataguases;SANTANA DE CATAGUASES;MG;3158409;51675;
2034;mg santana de pirapama;SANTANA DE PIRAPAMA;MG;3158508;51691;
2035;mg santana do deserto;SANTANA DO DESERTO;MG;3158607;51713;
2036;mg santana do garambeu;SANTANA DO GARAMBÉU;MG;3158706;51730;
2037;mg santana do jacare;SANTANA DO JACARÉ;MG;3158805;51756;
2038;mg santana do manhuacu;SANTANA DO MANHUAÇU;MG;3158904;51772;
2039;mg santana do paraiso;SANTANA DO PARAÍSO;MG;3158953;40681;
2040;mg santana do riacho;SANTANA DO RIACHO;MG;3159001;51799;
2041;mg santana dos montes;SANTANA DOS MONTES;MG;3159100;51810;
2042;mg santo antonio do amparo;SANTO ANTÔNIO DO AMPARO;MG;3159902;51977;
2043;mg santo antonio do aventureiro;SANTO ANTÔNIO DO AVENTUREIRO;MG;3160009;51993;
2044;mg santo antonio do grama;SANTO ANTÔNIO DO GRAMA;MG;3160108;52019;
2045;mg santo antonio do itambe;SANTO ANTÔNIO DO ITAMBÉ;MG;3160207;52035;
2046;mg santo antonio do jacinto;SANTO ANTÔNIO DO JACINTO;MG;3160306;52051;
2047;mg santo antonio do monte;SANTO ANTÔNIO DO MONTE;MG;3160405;52078;
2048;mg santo antonio do retiro;SANTO ANTÔNIO DO RETIRO;MG;3160454;41521;
2049;mg santo antonio do rio abaixo;SANTO ANTÔNIO DO RIO ABAIXO;MG;3160504;52094;
2050;mg santo hipolito;SANTO HIPÓLITO;MG;3160603;52116;
2051;mg santos dumont;SANTOS DUMONT;MG;3160702;52132;
2052;mg sao bento abade;SÃO BENTO ABADE;MG;3160801;52159;
2053;mg sao bras do suacui;SÃO BRÁS DO SUAÇUÍ;MG;3160900;52175;
2054;mg sao domingos das dores;SÃO DOMINGOS DAS DORES;MG;3160959;41548;
2055;mg sao domingos do prata;SÃO DOMINGOS DO PRATA;MG;3161007;52191;
2056;mg sao felix de minas;SÃO FÉLIX DE MINAS;MG;3161056;41564;
2057;mg sao francisco;SÃO FRANCISCO;MG;3161106;52213;
2058;mg sao francisco de paula;SÃO FRANCISCO DE PAULA;MG;3161205;52230;
2059;mg sao francisco de sales;SÃO FRANCISCO DE SALES;MG;3161304;52256;
2060;mg sao francisco do gloria;SÃO FRANCISCO DO GLÓRIA;MG;3161403;52272;
2061;mg sao geraldo;SÃO GERALDO;MG;3161502;52299;
2062;mg sao geraldo da piedade;SÃO GERALDO DA PIEDADE;MG;3161601;52310;
2063;mg sao geraldo do baixio;SÃO GERALDO DO BAIXIO;MG;3161650;41580;
2064;mg sao goncalo do abaete;SÃO GONÇALO DO ABAETÉ;MG;3161700;52337;
2065;mg sao goncalo do para;SÃO GONÇALO DO PARÁ;MG;3161809;52353;
2066;mg sao goncalo do rio abaixo;SÃO GONÇALO DO RIO ABAIXO;MG;3161908;52370;
2067;mg sao goncalo do rio preto;SÃO GONÇALO DO RIO PRETO;MG;3125507;45098;
2068;mg sao goncalo do sapucai;SÃO GONÇALO DO SAPUCAÍ;MG;3162005;52396;
2069;mg sao gotardo;SÃO GOTARDO;MG;3162104;52418;
2070;mg sao joao batista do gloria;SÃO JOÃO BATISTA DO GLÓRIA;MG;3162203;52434;
2071;mg sao joao da lagoa;SÃO JOÃO DA LAGOA;MG;3162252;40703;
2072;mg sao joao da mata;SÃO JOÃO DA MATA;MG;3162302;52450;
2073;mg sao joao da ponte;SÃO JOÃO DA PONTE;MG;3162401;52477;
2074;mg sao joao das missoes;SÃO JOÃO DAS MISSÕES;MG;3162450;41602;
2075;mg sao joao del rei;SÃO JOÃO DEL REI;MG;3162500;52493;
2076;mg sao joao do manhuacu;SÃO JOÃO DO MANHUAÇU;MG;3162559;40720;
2077;mg sao joao do manteninha;SÃO JOÃO DO MANTENINHA;MG;3162575;40746;
2078;mg sao joao do oriente;SÃO JOÃO DO ORIENTE;MG;3162609;52515;
2079;mg sao joao do pacui;SÃO JOÃO DO PACUÍ;MG;3162658;40762;
2080;mg sao joao do paraiso;SÃO JOÃO DO PARAÍSO;MG;3162708;52531;
2081;mg sao joao evangelista;SÃO JOÃO EVANGELISTA;MG;3162807;52558;
2082;mg sao joao nepomuceno;SÃO JOÃO NEPOMUCENO;MG;3162906;52574;
2083;mg sao joaquim de bicas;SÃO JOAQUIM DE BICAS;MG;3162922;41629;
2084;mg sao jose da barra;SÃO JOSÉ DA BARRA;MG;3162948;41645;
2085;mg sao jose da lapa;SÃO JOSÉ DA LAPA;MG;3162955;40789;
2086;mg sao jose da safira;SÃO JOSÉ DA SAFIRA;MG;3163003;52590;
2087;mg sao jose da varginha;SÃO JOSÉ DA VARGINHA;MG;3163102;52612;
2088;mg sao jose do alegre;SÃO JOSÉ DO ALEGRE;MG;3163201;52639;
2089;mg sao jose do divino;SÃO JOSÉ DO DIVINO;MG;3163300;52655;
2090;mg sao jose do goiabal;SÃO JOSÉ DO GOIABAL;MG;3163409;52671;
2091;mg sao jose do jacuri;SÃO JOSÉ DO JACURI;MG;3163508;52698;
2092;mg sao jose do mantimento;SÃO JOSÉ DO MANTIMENTO;MG;3163607;52710;
2093;mg sao lourenco;SÃO LOURENÇO;MG;3163706;52736;
2094;mg sao miguel do anta;SÃO MIGUEL DO ANTA;MG;3163805;52752;
2095;mg sao pedro da uniao;SÃO PEDRO DA UNIÃO;MG;3163904;52779;
2096;mg sao pedro do suacui;SÃO PEDRO DO SUAÇUÍ;MG;3164100;52817;
2097;mg sao pedro dos ferros;SÃO PEDRO DOS FERROS;MG;3164001;52795;
2098;mg sao romao;SÃO ROMÃO;MG;3164209;52833;
2099;mg sao roque de minas;SÃO ROQUE DE MINAS;MG;3164308;52850;
2100;mg sao sebastiao da bela vista;SÃO SEBASTIÃO DA BELA VISTA;MG;3164407;52876;
2101;mg sao sebastiao da vargem alegre;SÃO SEBASTIÃO DA VARGEM ALEGRE;MG;3164431;42340;
2102;mg sao sebastiao do anta;SÃO SEBASTIÃO DO ANTA;MG;3164472;42366;
2103;mg sao sebastiao do maranhao;SÃO SEBASTIÃO DO MARANHÃO;MG;3164506;52892;
2104;mg sao sebastiao do oeste;SÃO SEBASTIÃO DO OESTE;MG;3164605;52914;
2105;mg sao sebastiao do paraiso;SÃO SEBASTIÃO DO PARAÍSO;MG;3164704;52930;
2106;mg sao sebastiao do rio preto;SÃO SEBASTIÃO DO RIO PRETO;MG;3164803;52957;
2107;mg sao sebastiao do rio verde;SÃO SEBASTIÃO DO RIO VERDE;MG;3164902;52973;
2108;mg sao thome das letras;SÃO THOMÉ DAS LETRAS;MG;3165206;53031;
2109;mg sao tiago;SÃO TIAGO;MG;3165008;52990;
2110;mg sao tomas de aquino;SÃO TOMÁS DE AQUINO;MG;3165107;53015;
2111;mg sao vicente de minas;SÃO VICENTE DE MINAS;MG;3165305;53058;
2112;mg sapucai-mirim;SAPUCAÍ-MIRIM;MG;3165404;53074;
2113;mg sardoa;SARDOÁ;MG;3165503;53090;
2114;mg sarzedo;SARZEDO;MG;3165537;40800;
2115;mg sem peixe;SEM PEIXE;MG;3165560;40827;S
2116;mg senador amaral;SENADOR AMARAL;MG;3165578;40843;
2117;mg senador cortes;SENADOR CORTES;MG;3165602;53112;
2118;mg senador firmino;SENADOR FIRMINO;MG;3165701;53139;
2119;mg senador jose bento;SENADOR JOSÉ BENTO;MG;3165800;53155;
2120;mg senador modestino goncalves;SENADOR MODESTINO GONÇALVES;MG;3165909;53171;
2121;mg senhora de oliveira;SENHORA DE OLIVEIRA;MG;3166006;53198;
2122;mg senhora do porto;SENHORA DO PORTO;MG;3166105;53210;
2123;mg senhora dos remedios;SENHORA DOS REMÉDIOS;MG;3166204;53236;
2124;mg sericita;SERICITA;MG;3166303;53252;
2125;mg seritinga;SERITINGA;MG;3166402;53279;
2126;mg serra azul de minas;SERRA AZUL DE MINAS;MG;3166501;53295;
2127;mg serra da saudade;SERRA DA SAUDADE;MG;3166600;53317;
2128;mg serra do salitre;SERRA DO SALITRE;MG;3166808;53350;
2129;mg serra dos aimores;SERRA DOS AIMORÉS;MG;3166709;53333;
2130;mg serrania;SERRANIA;MG;3166907;53376;
2131;mg serranopolis de minas;SERRANÓPOLIS DE MINAS;MG;3166956;42382;
2132;mg serranos;SERRANOS;MG;3167004;53392;
2133;mg serro;SERRO;MG;3167103;53414;
2134;mg sete lagoas;SETE LAGOAS;MG;3167202;53430;
2135;mg setubinha;SETUBINHA;MG;3165552;42404;
2136;mg silveirania;SILVEIRÂNIA;MG;3167301;53457;
2137;mg silvianopolis;SILVIANÓPOLIS;MG;3167400;53473;
2138;mg simao pereira;SIMÃO PEREIRA;MG;3167509;53490;
2139;mg simonesia;SIMONÉSIA;MG;3167608;53511;
2140;mg sobralia;SOBRÁLIA;MG;3167707;53538;
2141;mg soledade de minas;SOLEDADE DE MINAS;MG;3167806;53554;
2142;mg tabuleiro;TABULEIRO;MG;3167905;53570;
2143;mg taiobeiras;TAIOBEIRAS;MG;3168002;53597;
2144;mg taparuba;TAPARUBA;MG;3168051;42420;
2145;mg tapira;TAPIRA;MG;3168101;53619;
2146;mg tapirai;TAPIRAÍ;MG;3168200;53635;
2147;mg taquaracu de minas;TAQUARAÇU DE MINAS;MG;3168309;53651;
2148;mg tarumirim;TARUMIRIM;MG;3168408;53678;
2149;mg teixeiras;TEIXEIRAS;MG;3168507;53694;
2150;mg teofilo otoni;TEÓFILO OTONI;MG;3168606;53716;
2151;mg timoteo;TIMÓTEO;MG;3168705;53732;
2152;mg tiradentes;TIRADENTES;MG;3168804;53759;
2153;mg tiros;TIROS;MG;3168903;53775;
2154;mg tocantins;TOCANTINS;MG;3169000;53791;
2155;mg tocos do moji;TOCOS DO MOJI;MG;3169059;42587;
2156;mg toledo;TOLEDO;MG;3169109;53813;
2157;mg tombos;TOMBOS;MG;3169208;53830;
2158;mg tres coracoes;TRÊS CORAÇÕES;MG;3169307;53856;
2159;mg tres marias;TRÊS MARIAS;MG;3169356;41157;
2160;mg tres pontas;TRÊS PONTAS;MG;3169406;53872;
2161;mg tumiritinga;TUMIRITINGA;MG;3169505;53899;
2162;mg tupaciguara;TUPACIGUARA;MG;3169604;53910;
2163;mg turmalina;TURMALINA;MG;3169703;53937;
2164;mg turvolandia;TURVOLÂNDIA;MG;3169802;53953;
2165;mg uba;UBÁ;MG;3169901;53970;
2166;mg ubai;UBAÍ;MG;3170008;53996;
2167;mg ubaporanga;UBAPORANGA;MG;3170057;40860;
2168;mg uberaba;UBERABA;MG;3170107;54011;
2169;mg uberlandia;UBERLÂNDIA;MG;3170206;54038;
2170;mg umburatiba;UMBURATIBA;MG;3170305;54054;
2171;mg unai;UNAÍ;MG;3170404;54070;
2172;mg uniao de minas;UNIÃO DE MINAS;MG;3170438;42447;
2173;mg uruana de minas;URUANA DE MINAS;MG;3170479;42463;
2174;mg urucania;URUCÂNIA;MG;3170503;54097;
2175;mg urucuia;URUCUIA;MG;3170529;40886;
